Aachen;;;
Miesbach;;;
Minden;;;
Moers;;;
Mölln;;;
Montabaur;;;
Mosbach;;;
Mühlacker;;;
Mühldorf;;;
Mühlhausen;;;
Mülheim;;;
München;;;
Münster;;;
Naila;;;
Naumburg;;;
Neckarsulm;;;
Netphen;;;
Nettetal;;;
Neuötting;;;
Neubrandenburg;;;
Neuburg;;;
Neuenburg;;;
Neuenrade;;;
Neufahrn;;;
Neukirchen;;;
Neumarkt;;;
Neumünster;;;
Neunkirchen;;;
Neuruppin;;;
Neusäß;;;
Neuss;;;
Neustadt;;;
Neutraubling;;;
Neuwied;;;
Nidda;;;
Nienburg;;;
Norden;;;
Norderstedt;;;
Nordhausen;;;
Northeim;;;
Nürnberg;;;
Oberhausen;;;
Obertshausen;;;
Oberursel;;;
Ochsenfurt;;;
Ochtrup;;;
Oelde;;;
Oerlinghausen;;;
Offenbach;;;
Offenburg;;;
Olching;;;
Oldenburg;;;
Olpe;;;
Olsberg;;;
Olten;;;
Oschatz;;;
Osnabrück;;;
Osterholz;;;
Osterode;;;
Ostfildern;;;
Ottobrunn;;;
Ottweiler;;;
Paderborn;;;
Papenburg;;;
Passau;;;
Peine;;;
Penzberg;;;
Pforzheim;;;
Pfullingen;;;
Pfungstadt;;;
Pinneberg;;;
Pirmasens;;;
Pirna;;;
Plauen;;;
Plettenberg;;;
Plochingen;;;
Pocking;;;
Potsdam;;;
Prenzlau;;;
Radebeul;;;
Radeberg;;;
Radevormwald;;;
Radolfzell;;;
Rastatt;;;
Rathenow;;;
Ratingen;;;
Ravensburg;;;
Recklinghausen;;;
Rees;;;
Regensburg;;;
Remagen;;;
Remscheid;;;
Renningen;;;
Rendsburg;;;
Reutlingen;;;
Rheda;;;
Rheinbach;;;
Rheine;;;
Rheinfelden;;;
Ribnitz;;;
Riedstadt;;;
Riesa;;;
Rietberg;;;
Rinteln;;;
Rödermark;;;
Rodgau;;;
Ronnenberg;;;
Rosenheim;;;
Rosengarten;;;
Rostock;;;
Rotenburg;;;
Roth;;;
Rottenburg;;;
Rottweil;;;
Saalfeld;;;
Saarbrücken;;;
Saarlouis;;;
Salzgitter;;;
Salzwedel;;;
Sandhausen;;;
Sangerhausen;;;
Schifferstadt;;;
Schkeuditz;;;
Schleswig;;;
Schmallenberg;;;
Schönebeck;;;
Schönefeld;;;
Schopfheim;;;
Schorndorf;;;
Schramberg;;;
Schwabach;;;
Schwandorf;;;
Schwedt;;;
Schweinfurt;;;
Schwelm;;;
Schwerte;;;
Schwetzingen;;;
Siegburg;;;
Sindelfingen;;;
Singen;;;
Sinsheim;;;
Soest;;;
Solingen;;;
Solothurn;;;
Sonthofen;;;
Speyer;;;
Stade;;;
Starnberg;;;
Staßfurt;;;
Steinfurt;;;
Stendal;;;
Stolberg;;;
Stralsund;;;
Straubing;;;
Stuttgart;;;
Suhl;;;
Taufkirchen;;;
Taunusstein;;;
Teltow;;;
Templin;;;
Teterow;;;
Tettnang;;;
Tirschenreuth;;;
Titisee;;;
Tönisvorst;;;
Traun;;;
Traunreut;;;
Traunstein;;;
Trebur;;;
Trier;;;
Troisdorf;;;
Trossingen;;;
Tübingen;;;
Tuttlingen;;;
Überlingen;;;
Uelzen;;;
Uetersen;;;
Uhingen;;;
Ulm;;;
Unna;;;
Unterhaching;;;
Unterföhring;;;
Urdorf;;;
Uster;;;
Uzwil;;;
Vaihingen;;;
Varel;;;
Vaterstetten;;;
Vechelde;;;
Vechta;;;
Velbert;;;
Vellmar;;;
Verden;;;
Versmold;;;
Viernheim;;;
Villach;;;
Villingen;;;
Vilsbiburg;;;
Vilshofen;;;
Vlotho;;;
Voerde;;;
Wittenberg;;;
Waghäusel;;;
Waiblingen;;;
Waldbröl;;;
Waldkirch;;;
Waldkraiburg;;;
Waldshut;;;
Wallenhorst;;;
Walsrode;;;
Waltrop;;;
Warburg;;;
Waren;;;
Warendorf;;;
Warstein;;;
Weener;;;
Wegberg;;;
Weiden;;;
Weilburg;;;
Weilheim;;;
Weimar;;;
Weinheim;;;
Weinsberg;;;
Weiterstadt;;;
Werdau;;;
Werl;;;
Wermelskirchen;;;
Wertheim;;;
Wesel;;;
Wesseling;;;
Westerstede;;;
Wetzlar;;;
Wien;;;
Wiesbaden;;;
Wilhelmshaven;;;
Willich;;;
Winsen;;;
Winterthur;;;
Wipperfürth;;;
Wismar;;;
Witten;;;
Wittenberge;;;
Wittlich;;;
Wittmund;;;
Wolfenbüttel;;;
Wolfsburg;;;
Worms;;;
Wunstorf;;;
Wuppertal;;;
Würzburg;;;
Xanten;;;
Zehdenick;;;
Zeitz;;;
Zell;;;
Zerbst;;;
Zirndorf;;;
Zittau;;;
Zofingen;;;
Zollikofen;;;
Zug;;;
Zweibrücken;;;
Zwickau;;;
Adlershof;;;
Altglienicke;;;
Hohenschönhausen;;;
Treptow;;;
Baumschulenweg;;;
Biesdorf;;;
Blankenburg;;;
Blankenfelde;;;
Bohnsdorf;;;
Britz;;;
Buch;;;
Buckow;;;
Charlottenburg;;;
Dahlem;;;
Falkenberg;;;
Fennpfuhl;;;
Friedenau;;;
Friedrichsfelde;;;
Friedrichshagen;;;
Friedrichshain;;;
Frohnau;;;
Gatow;;;
Gesundbrunnen;;;
Gropiusstadt;;;
Grunewald;;;
Halensee;;;
Hansaviertel;;;
Haselhorst;;;
Heiligensee;;;
Heinersdorf;;;
Hellersdorf;;;
Hermsdorf;;;
Johannisthal;;;
Jungfernheide;;;
Karlshorst;;;
Karow;;;
Kaulsdorf;;;
Kladow;;;
Konradshöhe;;;
Köpenick;;;
Kreuzberg;;;
Lankwitz;;;
Lichtenberg;;;
Lichterfelde;;;
Lübars;;;
Mahlsdorf;;;
Malchow;;;
Mariendorf;;;
Marienfelde;;;
Marzahn;;;
Mitte;;;
Moabit;;;
Müggelheim;;;
Neukölln;;;
Niederschöneweide;;;
Niederschönhausen;;;
Nikolassee;;;
Oberschöneweide;;;
Pankow;;;
Plänterwald;;;
Prenzlauer Berg;;;
Rahnsdorf;;;
Reinickendorf;;;
Rosenthal;;;
Rudow;;;
Rummelsburg;;;
Schmargendorf;;;
Schmöckwitz;;;
Schöneberg;;;
Siemensstadt;;;
Spandau;;;
Staaken;;;
Steglitz;;;
Tegel;;;
Tempelhof;;;
Tiergarten;;;
Treptow;;;
Wannsee;;;
Wartenberg;;;
Wedding;;;
Weißensee;;;
Westend;;;
Wilhelmsruh;;;
Wilhelmstadt;;;
Wilmersdorf;;;
Wittenau;;;
Zehlendorf;;;
Allermöhe;;;
Alsterdorf;;;
Altengamme;;;
Altenwerder;;;
Bahrenfeld;;;
Bergedorf;;;
Bergstedt;;;
Billbrook;;;
Billstedt;;;
Billwerder;;;
Blankenese;;;
Borgfelde;;;
Bramfeld;;;
Cranz;;;
Curslack;;;
Dulsberg;;;
Duvenstedt;;;
Eidelstedt;;;
Eilbek;;;
Eimsbüttel;;;
Eißendorf;;;
Eppendorf;;;
Finkenwerder;;;
Francop;;;
Fuhlsbüttel;;;
HafenCity;;;
Hamm;;;
Hammerbrook;;;
Harburg;;;
Hausbruch;;;
Heimfeld;;;
Horn;;;
Hummelsbüttel;;;
Iserbrook;;;
Jenfeld;;;
Kirchwerder;;;
Langenbek;;;
Langenhorn;;;
Lohbrügge;;;
Lokstedt;;;
Marienthal;;;
Marmstorf;;;
Moorburg;;;
Moorfleet;;;
Neuenfelde;;;
Neuengamme;;;
Neuland;;;
Neustadt;;;
Nienstedten;;;
Niendorf;;;
Ochsenwerder;;;
Ohlsdorf;;;
Osdorf;;;
Othmarschen;;;
Ottensen;;;
Poppenbüttel;;;
Rahlstedt;;;
Reitbrook;;;
Rissen;;;
Rönneburg;;;
Rothenburgsort;;;
Sasel;;;
Schnelsen;;;
Sinstorf;;;
Steilshoop;;;
Steinwerder;;;
Stellingen;;;
Sternschanze;;;
Sülldorf;;;
Tonndorf;;;
Uhlenhorst;;;
Volksdorf;;;
Veddel;;;
Waltershof;;;
Wandsbek;;;
Wellingsbüttel;;;
Wilhelmsburg;;;
Allach;;;
Aubing;;;
Au;;;
Bogenhausen;;;
Forstenried;;;
Freimann;;;
Fürstenried;;;
Hadern;;;
Haidhausen;;;
Isarvorstadt;;;
Laim;;;
Ludwigsvorstadt;;;
Maxvorstadt;;;
Milbertshofen;;;
Moosach;;;
Neuhausen;;;
Nymphenburg;;;
Obergiesing;;;
Pasing;;;
Perlach;;;
Ramersdorf;;;
Schwabing;;;
Sendling;;;
Solln;;;
Thalkirchen;;;
Trudering;;;
Untergiesing;;;
Bayenthal;;;
Bickendorf;;;
Bilderstöckchen;;;
Blumenberg;;;
Bocklemünd;;;
Braunsfeld;;;
Brück;;;
Buchheim;;;
Buchforst;;;
Chorweiler;;;
Dellbrück;;;
Deutz;;;
Dünnwald;;;
Ehrenfeld;;;
Eil;;;
Elsdorf;;;
Ensen;;;
Esch;;;
Flittard;;;
Fühlingen;;;
Godorf;;;
Gremberghoven;;;
Grengel;;;
Hahnwald;;;
Heimersdorf;;;
Holweide;;;
Humboldt;;;
Immendorf;;;
Junkersdorf;;;
Kalk;;;
Klettenberg;;;
Langel;;;
Libur;;;
Lindenthal;;;
Lindweiler;;;
Lövenich;;;
Marienburg;;;
Merheim;;;
Merkenich;;;
Meschenich;;;
Mülheim;;;
Neubrück;;;
Neuehrenfeld;;;
Niehl;;;
Nippes;;;
Ossendorf;;;
Ostheim;;;
Pesch;;;
Poll;;;
Porz;;;
Raderberg;;;
Raderthal;;;
Rath;;;
Riehl;;;
Rodenkirchen;;;
Roggendorf;;;
Rondorf;;;
Seeberg;;;
Stammheim;;;
Sülz;;;
Urbach;;;
Vingst;;;
Vogelsang;;;
Volkhoven;;;
Weiden;;;
Weidenpesch;;;
Westhoven;;;
Widdersdorf;;;
Bergen;;;
Berkersheim;;;
Bockenheim;;;
Bonames;;;
Bornheim;;;
Dornbusch;;;
Eckenheim;;;
Eschersheim;;;
Fechenheim;;;
Gallus;;;
Ginnheim;;;
Griesheim;;;
Hausen;;;
Heddernheim;;;
Höchst;;;
Kalbach;;;
Niederursel;;;
Niederrad;;;
Niedereschbach;;;
Oberrad;;;
Ostend;;;
Preungesheim;;;
Riederwald;;;
Rödelheim;;;
Sachsenhausen;;;
Seckbach;;;
Sindlingen;;;
Sossenheim;;;
Unterliederbach;;;
Westend;;;
Botnang;;;
Degerloch;;;
Feuerbach;;;
Hedelfingen;;;
Heumaden;;;
Möhringen;;;
Mühlhausen;;;
Münster;;;
Plieningen;;;
Sillenbuch;;;
Stammheim;;;
Vaihingen;;;
Wangen;;;
Weilimdorf;;;
Zazenhausen;;;
Zuffenhausen;;;
Cannstatt;;;
Angermund;;;
Bilk;;;
Carlstadt;;;
Derendorf;;;
Flingern;;;
Garath;;;
Gerresheim;;;
Golzheim;;;
Hamm;;;
Hassels;;;
Heerdt;;;
Hellerhof;;;
Himmelgeist;;;
Holthausen;;;
Hubbelrath;;;
Kaiserswerth;;;
Kalkum;;;
Lichtenbroich;;;
Lierenfeld;;;
Lohausen;;;
Ludenberg;;;
Lörick;;;
Mörsenbroich;;;
Niederkassel;;;
Oberbilk;;;
Oberkassel;;;
Pempelfort;;;
Rath;;;
Reisholz;;;
Stockum;;;
Unterbach;;;
Unterbilk;;;
Urdenbach;;;
Vennhausen;;;
Volmerswerth;;;
Wersten;;;
Wittlaer;;;
Althen;;;
Anger;;;
Baalsdorf;;;
Böhlitz;;;
Burghausen;;;
Connewitz;;;
Dölitz;;;
Dölzig;;;
Eutritzsch;;;
Gohlis;;;
Grünau;;;
Hartmannsdorf;;;
Heiterblick;;;
Holzhausen;;;
Kleinzschocher;;;
Lausen;;;
Leutzsch;;;
Liebertwolkwitz;;;
Lindenau;;;
Lützschena;;;
Miltitz;;;
Mockau;;;
Möckern;;;
Paunsdorf;;;
Plagwitz;;;
Portitz;;;
Probstheida;;;
Reudnitz;;;
Schleußig;;;
Seehausen;;;
Sellerhausen;;;
Stötteritz;;;
Thekla;;;
Wahren;;;
Wiederitzsch;;;
Aplerbeck;;;
Asseln;;;
Barop;;;
Benninghofen;;;
Berghofen;;;
Bodelschwingh;;;
Bövinghausen;;;
Brechten;;;
Brackel;;;
Brünninghausen;;;
Derne;;;
Dorstfeld;;;
Eichlinghofen;;;
Eving;;;
Grevel;;;
Hacheney;;;
Hörde;;;
Holthausen;;;
Hombruch;;;
Huckarde;;;
Husen;;;
Kemminghausen;;;
Kirchderne;;;
Kirchlinde;;;
Kley;;;
Körne;;;
Kurl;;;
Lanstrop;;;
Lindenhorst;;;
Löttringhausen;;;
Marten;;;
Mengede;;;
Nette;;;
Neuasseln;;;
Persebeck;;;
Rahm;;;
Renninghausen;;;
Scharnhorst;;;
Schüren;;;
Sölde;;;
Somborn;;;
Syburg;;;
Wambel;;;
Wellinghofen;;;
Westerfilde;;;
Wickede;;;
Altenessen;;;
Altendorf;;;
Bergerhausen;;;
Bergeborbeck;;;
Bredeney;;;
Burgaltendorf;;;
Dellwig;;;
Fischlaken;;;
Frillendorf;;;
Frohnhausen;;;
Gerschede;;;
Heidhausen;;;
Heisingen;;;
Horst;;;
Karnap;;;
Katernberg;;;
Kettwig;;;
Kupferdreh;;;
Leithe;;;
Rellinghausen;;;
Schonnebeck;;;
Schuir;;;
Stoppenberg;;;
Überruhr;;;
Vogelheim;;;
Werden;;;
Aach;;;
Aar;;;
Abens;;;
Acher;;;
Aisch;;;
Alf;;;
Alme;;;
Alster;;;
Altmühl;;;
Ammer;;;
Amper;;;
Angerbach;;;
Anlauter;;;
Argen;;;
Aubach;;;
Aurach;;;
Baunach;;;
Bega;;;
Berkel;;;
Biber;;;
Bille;;;
Blies;;;
Bode;;;
Brenz;;;
Bröl;;;
Diemel;;;
Dill;;;
Donau;;;
Dreisam;;;
Eder;;;
Eger;;;
Eider;;;
Elbe;;;
Elz;;;
Ems;;;
Enz;;;
Erft;;;
Este;;;
Fils;;;
Fulda;;;
Gail;;;
Glatt;;;
Günz;;;
Haune;;;
Havel;;;
Hunte;;;
Ilm;;;
Ilmenau;;;
Iller;;;
Inn;;;
Isar;;;
Jagst;;;
Jeetze;;;
Kahl;;;
Kinzig;;;
Kyll;;;
Lahn;;;
Lippe;;;
Lohne;;;
Lossa;;;
Luppe;;;
Main;;;
Mangfall;;;
Möhne;;;
Mosel;;;
Mulde;;;
Naab;;;
Nahe;;;
Neckar;;;
Nidda;;;
Niers;;;
Nister;;;
Oder;;;
Oker;;;
Oste;;;
Paar;;;
Pegnitz;;;
Prüm;;;
Regnitz;;;
Regen;;;
Rhein;;;
Roda;;;
Ruhr;;;
Saale;;;
Schlei;;;
Schwalm;;;
Schwarza;;;
Schwentine;;;
Sieg;;;
Spree;;;
Tauber;;;
Trave;;;
Unstrut;;;
Vechte;;;
Wakenitz;;;
Warthe;;;
Werra;;;
Weser;;;
Wipper;;;
Wümme;;;
Wupper;;;
Zaber;;;
Ager;;;
Aist;;;
Alfenz;;;
Alm;;;
Antiesen;;;
Aschach;;;
Drau;;;
Donau;;;
Enns;;;
Erlauf;;;
Feistritz;;;
Fischach;;;
Fusch;;;
Gail;;;
Gailitz;;;
Glan;;;
Gurk;;;
Ill;;;
Inn;;;
Isel;;;
Kainach;;;
Kamp;;;
Krems;;;
Lafnitz;;;
Lavant;;;
Leitha;;;
Möll;;;
Mur;;;
Mürz;;;
Raab;;;
Rabnitz;;;
Salzach;;;
Schwechat;;;
Schwarzach;;;
Steyr;;;
Thaya;;;
Traisen;;;
Traun;;;
Ybbs;;;
Ziller;;;
Alexander;;;
Adrian;;;
Anton;;;
Andreas;;;
Alfred;;;
Albert;;;
Albrecht;;;
August;;;
Aurel;;;
Aurelius;;;
Axel;;;
Armin;;;
Arvid;;;
Artur;;;
Arthur;;;
Alban;;;
Alwin;;;
Anselm;;;
Ansgar;;;
Achim;;;
Adalbert;;;
Adalwin;;;
Adelar;;;
Adrianus;;;
Adamo;;;
Alessandro;;;
Alessio;;;
Alvaro;;;
Alonso;;;
Amadeus;;;
Ambrosius;;;
Amos;;;
Anatol;;;
Andor;;;
Andrej;;;
Andrzej;;;
Antek;;;
Antoine;;;
Antonio;;;
Antonius;;;
Aristide;;;
Aristoteles;;;
Armand;;;
Arne;;;
Arnold;;;
Aron;;;
Arpad;;;
Aston;;;
Atilio;;;
Attila;;;
Aurelian;;;
Aurelio;;;
Avram;;;
Aymo;;;
Benjamin;;;
Benedikt;;;
Benedict;;;
Bennett;;;
Benno;;;
Bernhard;;;
Bernard;;;
Bernd;;;
Bert;;;
Bertram;;;
Bastian;;;
Boris;;;
Bruno;;;
Brunello;;;
Branimir;;;
Branko;;;
Bryn;;;
Bryan;;;
Brian;;;
Bjarne;;;
Björn;;;
Bo;;;
Bodil;;;
Bogdan;;;
Bohdan;;;
Borislav;;;
Borut;;;
Boudewijn;;;
Boudewijn;;;
Boudewijn;;;
Bram;;;
Brendan;;;
Brice;;;
Brock;;;
Baldur;;;
Balduin;;;
Baltasar;;;
Balthasar;;;
Baptiste;;;
Barnabas;;;
Barnaby;;;
Bartek;;;
Bartolomeo;;;
Bartolomé;;;
Bart?omiej;;;
Bartosz;;;
Bas;;;
Basil;;;
Basile;;;
Bastien;;;
Batu;;;
Carl;;;
Carlo;;;
Carlos;;;
Carsten;;;
Caspar;;;
Casper;;;
Cassian;;;
Cassius;;;
Cato;;;
Cayetan;;;
Cédric;;;
Cem;;;
Cesare;;;
Charles;;;
Charlie;;;
Christian;;;
Christoph;;;
Christos;;;
Ciaran;;;
Cillian;;;
Ciprian;;;
Claes;;;
Claudio;;;
Claudius;;;
Clemens;;;
Clement;;;
Clifford;;;
Clovis;;;
Colin;;;
Conall;;;
Conan;;;
Conor;;;
Connor;;;
Constantin;;;
Constantine;;;
Cornel;;;
Cornelius;;;
Cosimo;;;
Craig;;;
Cristian;;;
Cristiano;;;
Cyril;;;
Cyprian;;;
Cyrill;;;
Csanád;;;
Daniel;;;
David;;;
Darius;;;
Dario;;;
Darian;;;
Dariane;;;
Darren;;;
Dawid;;;
Dawid;;;
Dawson;;;
Dean;;;
Denis;;;
Deniz;;;
Dennis;;;
Derek;;;
Dermot;;;
Desmond;;;
Detlef;;;
Dieter;;;
Dimitri;;;
Dimitrios;;;
Dino;;;
Diogo;;;
Dion;;;
Dionysius;;;
Dirk;;;
Dominik;;;
Dominic;;;
Donald;;;
Donat;;;
Donato;;;
Dorian;;;
Dorin;;;
Doru;;;
Dragan;;;
Drago;;;
Drago?;;;
Dragomir;;;
Dražen;;;
Dušan;;;
Dusan;;;
Dylan;;;
Dmitri;;;
Dobroslav;;;
Dobromir;;;
Dolf;;;
Domenico;;;
Domingo;;;
Dimitrije;;;
Elias;;;
Elia;;;
Eli;;;
Elian;;;
Elliot;;;
Elliott;;;
Ellis;;;
Elmar;;;
Elmer;;;
Elmo;;;
Eloy;;;
Elroy;;;
Elvin;;;
Elvis;;;
Emanuel;;;
Emil;;;
Emile;;;
Emilio;;;
Emilian;;;
Emiliano;;;
Emmerich;;;
Emmett;;;
Emre;;;
Endre;;;
Enno;;;
Enrico;;;
Enrique;;;
Enzo;;;
Eoghan;;;
Eoin;;;
Erasmus;;;
Erhard;;;
Erich;;;
Erik;;;
Ernst;;;
Erol;;;
Eros;;;
Ervin;;;
Erwin;;;
Esben;;;
Esa;;;
Esko;;;
Espen;;;
Etienne;;;
Ettore;;;
Eugen;;;
Eugene;;;
Eustachius;;;
Evan;;;
Evgeni;;;
Evgeny;;;
Fabian;;;
Fabio;;;
Fabrice;;;
Fabrizio;;;
Falk;;;
Faramir;;;
Farid;;;
Fedor;;;
Federico;;;
Felice;;;
Felicien;;;
Feliks;;;
Felix;;;
Ferdinand;;;
Fernando;;;
Ferran;;;
Ferenc;;;
Fergal;;;
Fergus;;;
Fermin;;;
Fernand;;;
Fiete;;;
Filip;;;
Filippo;;;
Fillip;;;
Fintan;;;
Fionn;;;
Fionán;;;
Flavio;;;
Flavius;;;
Flemming;;;
Florent;;;
Florentin;;;
Florian;;;
Florin;;;
Floris;;;
Florjan;;;
Fokko;;;
Folke;;;
Francesco;;;
Francis;;;
Franco;;;
François;;;
Franek;;;
Franz;;;
Franziskus;;;
Fred;;;
Freddie;;;
Frederic;;;
Frederik;;;
Friedrich;;;
Gabriel;;;
Gabriele;;;
Gael;;;
Gaël;;;
Gaston;;;
Gavino;;;
Gavin;;;
Gawain;;;
Gedeon;;;
Geert;;;
Geir;;;
Gellert;;;
Gennaro;;;
Gennadi;;;
Gennadij;;;
Geoffrey;;;
Georg;;;
George;;;
Georges;;;
Georgi;;;
Gerald;;;
Gerard;;;
Gerd;;;
Gereon;;;
Gerhard;;;
Gerrit;;;
Gert;;;
Gervais;;;
Gian;;;
Gianni;;;
Gideon;;;
Gilbert;;;
Gilles;;;
Gino;;;
Giorgio;;;
Giovanni;;;
Girish;;;
Gjergj;;;
Gleb;;;
Godehard;;;
Godwin;;;
Goran;;;
Gordon;;;
Gottfried;;;
Götz;;;
Gratian;;;
Gregor;;;
Gregory;;;
Griffin;;;
